"year","party","contest","ccd","sbd","candidate_issue","totalvotes","election"
"2016","REP","Presidental","1",1,"Donald J. Trump",918,"2016 Presidental Election"
"2016","REP","Presidental","1",1,"Donald J. Trump",1592,"2016 Presidental Election"
"2016","REP","Presidental","1",1,"Donald J. Trump",1599,"2016 Presidental Election"
"2016","REP","Presidental","1",1,"Donald J. Trump",332,"2016 Presidental Election"
"2016","REP","Presidental","1",1,"Donald J. Trump",906,"2016 Presidental Election"
"2016","REP","Presidental","1",1,"Donald J. Trump",470,"2016 Presidental Election"
"2016","REP","Presidental","1",1,"Donald J. Trump",1037,"2016 Presidental Election"
"2016","REP","Presidental","1",1,"Donald J. Trump",775,"2016 Presidental Election"
"2016","REP","Presidental","1",1,"Donald J. Trump",461,"2016 Presidental Election"
"2016","REP","Presidental","1",1,"Donald J. Trump",1885,"2016 Presidental Election"
"2016","REP","Presidental","1",1,"Donald J. Trump",433,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",1825,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",2291,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",1610,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",1366,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",3360,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",2737,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",2236,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",1422,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",1427,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",218,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",2130,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",440,"2016 Presidental Election"
"2016","REP","Presidental","2",1,"Donald J. Trump",765,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",1176,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",1050,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",1699,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",1213,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",2415,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",1333,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",1069,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",917,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",1282,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",1479,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",1372,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",2932,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",1945,"2016 Presidental Election"
"2016","REP","Presidental","3",2,"Donald J. Trump",799,"2016 Presidental Election"
"2016","REP","Presidental","4",2,"Donald J. Trump",587,"2016 Presidental Election"
"2016","REP","Presidental","4",2,"Donald J. Trump",1310,"2016 Presidental Election"
"2016","REP","Presidental","4",2,"Donald J. Trump",1876,"2016 Presidental Election"
"2016","REP","Presidental","4",2,"Donald J. Trump",1538,"2016 Presidental Election"
"2016","REP","Presidental","4",2,"Donald J. Trump",551,"2016 Presidental Election"
"2016","REP","Presidental","4",2,"Donald J. Trump",2273,"2016 Presidental Election"
"2016","REP","Presidental","4",2,"Donald J. Trump",1846,"2016 Presidental Election"
"2016","REP","Presidental","4",2,"Donald J. Trump",1081,"2016 Presidental Election"
"2016","REP","Presidental","4",2,"Donald J. Trump",1571,"2016 Presidental Election"
"2016","REP","Presidental","4",2,"Donald J. Trump",1597,"2016 Presidental Election"
"2016","REP","Presidental","4",2,"Donald J. Trump",974,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",1163,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",513,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",563,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",791,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",1207,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",1142,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",495,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",2205,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",1936,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",1523,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",1019,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",1579,"2016 Presidental Election"
"2016","REP","Presidental","5",3,"Donald J. Trump",878,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",1950,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",2031,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",1938,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",1144,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",2314,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",3138,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",949,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",2898,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",821,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",3026,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",1086,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",2136,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",1489,"2016 Presidental Election"
"2016","REP","Presidental","6",3,"Donald J. Trump",711,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",238,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",130,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",2811,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",321,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",1174,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",18,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",120,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",58,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",176,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",282,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",54,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",165,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",758,"2016 Presidental Election"
"2016","REP","Presidental","7",4,"Donald J. Trump",85,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",222,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",64,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",547,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",541,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",337,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",9,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",30,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",18,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",32,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",826,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",22,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",22,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",1536,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",1948,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",25,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",63,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",824,"2016 Presidental Election"
"2016","REP","Presidental","8",4,"Donald J. Trump",199,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",489,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",29,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",739,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",26,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",536,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",626,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",643,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",1059,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",43,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",131,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",362,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",29,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",487,"2016 Presidental Election"
"2016","REP","Presidental","9",5,"Donald J. Trump",1154,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",129,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",51,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",34,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",38,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",77,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",617,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",525,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",788,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",717,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",862,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",654,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",429,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",525,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",882,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",821,"2016 Presidental Election"
"2016","REP","Presidental","10",5,"Donald J. Trump",563,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",455,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",235,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",1274,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",1788,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",1447,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",2463,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",865,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",1097,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",1208,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",1804,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",456,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",1225,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",863,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",866,"2016 Presidental Election"
"2016","REP","Presidental","11",6,"Donald J. Trump",1562,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",1693,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",1252,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",750,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",955,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",1401,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",1581,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",424,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",1321,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",1922,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",1142,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",1241,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",1941,"2016 Presidental Election"
"2016","REP","Presidental","12",6,"Donald J. Trump",1610,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",1499,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",1626,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",1342,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",1255,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",1378,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",1047,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",1393,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",1008,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",1499,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",1508,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",1758,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",812,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",2341,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",325,"2016 Presidental Election"
"2016","REP","Presidental","13",7,"Donald J. Trump",1816,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",981,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",1159,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",1021,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",1430,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",737,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",743,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",256,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",1525,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",1617,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",1612,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",2938,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",978,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",1033,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",494,"2016 Presidental Election"
"2016","REP","Presidental","14",7,"Donald J. Trump",701,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",1028,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",2182,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",479,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",847,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",1374,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",1914,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",654,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",690,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",536,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",600,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",473,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",743,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",2236,"2016 Presidental Election"
"2016","DEM","Presidental","1",1,"Hillary Rodham Clinton",947,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",872,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",1481,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",1604,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",461,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",2161,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",959,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",1671,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",386,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",508,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",69,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",1296,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",82,"2016 Presidental Election"
"2016","DEM","Presidental","2",1,"Hillary Rodham Clinton",350,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",473,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",582,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",831,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",493,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",1528,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",1477,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",687,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",419,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",974,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",684,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",592,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",1946,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",1439,"2016 Presidental Election"
"2016","DEM","Presidental","3",2,"Hillary Rodham Clinton",464,"2016 Presidental Election"
"2016","DEM","Presidental","4",2,"Hillary Rodham Clinton",365,"2016 Presidental Election"
"2016","DEM","Presidental","4",2,"Hillary Rodham Clinton",1261,"2016 Presidental Election"
"2016","DEM","Presidental","4",2,"Hillary Rodham Clinton",2022,"2016 Presidental Election"
"2016","DEM","Presidental","4",2,"Hillary Rodham Clinton",590,"2016 Presidental Election"
"2016","DEM","Presidental","4",2,"Hillary Rodham Clinton",729,"2016 Presidental Election"
"2016","DEM","Presidental","4",2,"Hillary Rodham Clinton",1829,"2016 Presidental Election"
"2016","DEM","Presidental","4",2,"Hillary Rodham Clinton",918,"2016 Presidental Election"
"2016","DEM","Presidental","4",2,"Hillary Rodham Clinton",986,"2016 Presidental Election"
"2016","DEM","Presidental","4",2,"Hillary Rodham Clinton",1299,"2016 Presidental Election"
"2016","DEM","Presidental","4",2,"Hillary Rodham Clinton",1332,"2016 Presidental Election"
"2016","DEM","Presidental","4",2,"Hillary Rodham Clinton",1043,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",1133,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",296,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",1165,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",557,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",693,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",1414,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",740,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",1368,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",1159,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",973,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",1041,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",1749,"2016 Presidental Election"
"2016","DEM","Presidental","5",3,"Hillary Rodham Clinton",747,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",661,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",1083,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",999,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",402,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",844,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",1229,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",634,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",1689,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",551,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",1058,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",703,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",1269,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",894,"2016 Presidental Election"
"2016","DEM","Presidental","6",3,"Hillary Rodham Clinton",425,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",486,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",650,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",2132,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",1409,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",1940,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",734,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",1610,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",637,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",3301,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",2498,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",629,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",813,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",1362,"2016 Presidental Election"
"2016","DEM","Presidental","7",4,"Hillary Rodham Clinton",1027,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",1259,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",1720,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",2675,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",1084,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",1271,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",464,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",789,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",1072,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",1234,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",139,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",810,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",728,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",2482,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",369,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",957,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",405,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",1789,"2016 Presidental Election"
"2016","DEM","Presidental","8",4,"Hillary Rodham Clinton",662,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",1182,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",1656,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",1106,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",1597,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",961,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",416,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",576,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",1356,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",825,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",1278,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",1664,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",844,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",990,"2016 Presidental Election"
"2016","DEM","Presidental","9",5,"Hillary Rodham Clinton",1726,"2016 Presidental Election"
"2016","DEM","Presidental","10",5,"Hillary Rodham Clinton",1970,"2016 Presidental Election"
"2016","DEM","Presidental","10",5,"Hillary Rodham Clinton",2103,"2016 Presidental Election"
"2016","DEM","Presidental","10",5,"Hillary Rodham Clinton",1167,"2016 Presidental Election"
"2016","DEM","Presidental","10",5,"Hillary Rodham Clinton",1773,"2016 Presidental Election"
"2016","DEM","Presidental","10",5,"Hillary Rodham Clinton",2493,"2016 Presidental Election"
"2016","DEM","Presidental","10",5,"Hillary Rodham Clinton",540,"2016 Presidental Election"
"2016","DEM","Presidental","10",5,"Hillary Rodham Clinton",462,"2016 Presidental Election"
